Реестр действующих лицензий,,,,,,,,
,"на ""01"" августа 2012 г.",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"КГУ ""Кубаньлицторг-контроль""",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
№№ п/п,"Код бланка (серия, номер)",Срок действия лицензии,Лицензиат,ИНН,Юридический адрес,Место торговли,Вид объекта,
1,2,3,4,5,6,7,8,
1383.,АК 052447 № рег. 1694,09.07.2010 - 08.07.2011 (прол) 09.07.2011 - 08.07.2012 09.07.2012 - 08.07.2013,"ООО ""Вираж"", Копытов Юрий Павлович",2339000180,"г. Курганинск, ул. Матросова, 239 тел: 8-861-47-2-70-10","г. Курганинск, ул. Матросова, 239"," ""кафе ""Уют""""",
1384.,АК 057189 № рег. 2490,21.08.2011 - 20.08.2012,"ООО ""Вираж"", Седина Галина Николаевна",2348025181,"ст-ца Северская, ул. Орджоникидзе, 98 А тел: 8-918-321-42-47","Северский р-н, ст-ца Северская, ул. Орджоникидзе, 98-1"," ""организация розничной торговли""",
1385.,АК 060050 № рег. 1978,09.06.2012 - 08.06.2013,"ООО ""Вирго"", Деревщуков Михаил Михайлович",2310142150,"г. Краснодар, ул. Леваневского, 184 тел: 8918-111-3-999","г. Краснодар, ул. Леваневского, 184"," ""организация розничной торговли""",
1386.,АК 060728 № рег. 2545,13.07.2012 - 12.07.2013,"ООО "" Вирина"", Новикова Ирина Викторовна",2304045720,"г. Геленджик, ул. Солнечная, 1 тел: 8-918-444-88-96","г. Геленджик, ул. Солнечная, 1"," ""организация общественного питания""",
1387.,АК 053601 № рег. 2759,17.10.2010 - 16.10.2011 (прол) 17.10.2011 - 16.10.2012,"ООО ""Вирус"", Скорин В.М.",2356045294,"г. Усть-Лабинск, ул. Куйбышева, 31 тел: 8(918)324-87-23","г. Усть-Лабинск, ул. Куйбышева, 31"," ""организация общественного питания""",
1388.,АК 059189 № рег. 1098,02.04.2012 - 01.04.2013,"ООО ""Вист"",  Шантуров Владимир Камович",2348024220,"ст-ца Северская, ул. Ленина, 3 тел: 8861-66-21-596","Северский р-н, ст-ца Северская, ул. Ленина, 3"," ""организация розничной торговли""",
1389.,АК 046403 № рег. 3877,10.12.2008 - 10.12.2009 (прол) 11.12.2009 - 10.12.2010 11.12.2010 - 10.12.2011 11.12.2011 - 10.12.2012,"ООО ""Виста"", Кливитенко Евгений Иннокентьевич",2343012809,"г. Новокубанск, ул. Овражная, 1 тел: 8 (918) 433-82-74","г. Новокубанск, ул. Шоссейная, 2"," ""кафе "" Гармония """"",
1390.,АК 059390 № рег. 1298,22.04.2012 - 21.04.2015,"ООО ""Виста"", Мищенко Людмила Леонтьевна",2315120552,"г. Новороссийск, ул. Малоземельская, 4/6 тел: 22-17-06","г. Новороссийск, ул. проспект Ленина, 11"," ""организация розничной торговли""",02.04.2008 - 02.04.2012
1391.,,,,,,"г. Новороссийск, ул. Малоземельская, 4/6"," ""организация розничной торговли""",
1392.,АК 057615 № рег. 2939,28.10.2011 - 27.10.2012,"ООО ""Вита"", Уткина Л.В.",2343018335,"ст-ца Прочноокопская, ул. Ленина, 48/1 тел: 8(918)495-30-56","Новокубанский р-н, ст-ца Прочноокопская, ул. Ленина, 48/1"," ""организация розничной""",
1393.,,,,,,"Новокубанский р-н, ст-ца Прочноокопская, ул. Молодежная, 16 а"," ""организация розничной""",
1395.,АК 060506 № рег. 2336,02.07.2012 - 01.07.2013,"ООО ""Вита"", Голощапов Виктор Георгиевич",2311089333,"г. Краснодар, ул. Школьная, 66/2 тел: 274-02-93","г. Краснодар, ул. Восточно-Кругликовская,  / ул. Школьная, 29 / 66"," ""организация розничной торговли""",
1396.,АК 057709 № рег. 3003,08.11.2011 - 07.11.2012,"ООО "" Вита Лайн"", Маровгулов Виталий Нумрудович",2311097214,"г. Краснодар, ул. 40 лет Победы, 144/4 тел: 257-77-17","г. Краснодар, ул. Кожевенная, 54, корпус 1"," ""организация общественного питания""",
1397.,,,,,,"г. Краснодар, ул. 40 лет Победы, 144/4"," ""организация общественного питания""",
1398.,АК 061219 № рег. 2847,31.07.2012 - 30.07.2015,"ООО ""Витал+"", Козырева Т.А.",2315101207,"г. Новороссийск, ул. Набережная им. Адмирала Серебрякова, 61 тел: 63-24-84","г. Новороссийск, ул. Набережная им. Адмирала Серебрякова, 61"," ""ресторан "" Подворье""""",
1399.,АК 059581 № рег. 1523,11.05.2012 - 10.05.2015,"ООО ""Витар"", Кравцов Игорь Геннадьевич",2309125979,"г. Краснодар, ул. Адыгейская набережная, 186 тел: 210-99-99; 8918-99-99-981","г. Краснодар, ул. Адыгейская набережная, 186 /  ул. им. Фурманова, 19"," ""организация общественного питания""",
1400.,АК 058928 № рег. 849,24.02.2012 - 23.02.2013,"ООО ""Витис"", Сорокин Роман Сергеевич",2373000350,"г. Усть-Лабинск, ул. Октябрьская, 68, кв. 24 тел: 8989-800-17-81","г. Усть-Лабинск, ул. Ободовского, 30, кв. 48"," ""организация розничной торговли""",
1401.,АК 059355 № рег. 1282,01.05.2012 - 30.04.2013,"ООО ""Вито-VITO"", Шагабаев Виктор Яковлевич",2348023184,"пгт Афипский, ул. Маяковского, (промзона) тел: 8(86166)33-5-58","Северский р-н, пгт Афипский, ул. Маяковского, (промзона)"," ""организация розничной торговли""",
1402.,АК 059561 № рег. 1487,06.05.2012 - 05.05.2013,"ООО ""Витус"", Биро Виталий Федорович",2309052784,"г. Краснодар, ул. Адыгейская набережная, 74 тел: 68-2716; 8906-435-50-90","г. Краснодар, ул. Адыгейская набережная, 74"," ""организация розничной торговли""",24.04.2008 - 24.04.2010
1403.,,,,,,"г. Краснодар, ул. Чкалова, 28"," ""организация розничной торговли""",
1404.,,,,,,"г. Краснодар, ул. Карасунская, 172"," ""организация общественного питания""",
1405.,АК 054588 № рег. 3240,25.11.2010 - 24.11.2011 (прол) 25.11.2011 - 24.11.2012,"ОАО ""Витязево"", Вощило Валерий Иванович",2301047359,"пос. Витязево, ул. Мира, 67 тел: 8(86133)73-3-22","Анапа г., пос. Витязево, ул. Черноморская, 3"," ""организация общественного питания ( Витязево)""",
1406.,АК 046931 № рег. 67,28.01.2009 - 28.01.2014,"ООО ""Витязь"", Юрченко",2328000277,"ст-ца Выселки, ул. Коммунаров, 4","Выселковский р-н, ст-ца Выселки, ул. Северная, 7/2"," ""закусочная""",
1407.,АК 057220 № рег. 2499,12.08.2011 - 11.08.2012,"ООО ""Витязь"", Мухаметов В.Г.",2315121852,"г. Новороссийск, ул. Шевченко, 55 а тел: 8(918)25-105-88;8(988)3-23-41-16","г. Новороссийск, ул. Шевченко, 55 а"," ""организация розничной торговли""",05.04.2008 - 05.04.2010
1408.,,,,,,"г. Новороссийск, ул. Шевченко, 55 а"," ""организация общественного питания""",
1409.,АК 061224 № рег. 2852,31.07.2012 - 30.07.2015,"ООО ""Витязь"", Ларина Наталья Владимировна",2304045350,"с. Кабардинка, ул. Революционная, 108 тел: 8(918) 475-36-68","Геленджик г., с. Кабардинка, ул. Революционная, 108, 1 этаж"," ""организация розничной торговли""",
1410.,АК 058486 № рег. 3437,28.12.2011 - 27.12.2012,"ООО ""Вишня"", Чернова Яна Геннадьевна",2361007390,"пос. Краснофлотский, ул. Светлая, 2, корпус Д (с/о Широчанский) тел: 8918-350-03-18","Ейский р-н, пос. Краснофлотский, ул. Светлая, 2 Д (с/о Широчанский)"," ""организация розничной торговли""",
1411.,АК 057357 № рег. 2666,09.09.2011 - 08.09.2012,"ООО ""Вкус Жизни"", Пак Виталий Владимирович",2310143806,"г. Краснодар, ул. Передовая, 48 тел: 254-01-33","г. Краснодар, пер. Докучаева, 1 / ул. Передовая, 48"," ""организация общественного питания""",
1412.,АК 058456 № рег. 3407,28.12.2011 - 27.12.2012,"ООО ""Вкусные продукты"", Верстунина Екатерина Владимировна",2301075268,"г. Анапа, ул. Пионерский проспект, 255/2 тел: 48-300","г. Анапа, ул. Пионерский проспект, 255/2"," ""организация розничной торговли""",
1413.,АК 050833 № рег. 3925,25.11.2009 - 25.11.2010 (прол) 26.11.2010 - 25.11.2011 26.11.2011 - 25.11.2012,"ООО ""ВладЭн"", Горлов Сергей Иванович",2357007012,"с. Коноково, ул. Р-Люксембург, 46 а тел: 8(928)43-44-867","Успенский р-н, с. Коноково, ул. Р-Люксембург, 46 а"," ""отдел в магазине""",
1414.,АК 059688 № рег. 1614,17.05.2012 - 16.05.2013,"ООО ""Влада"", Пышкин Дмитрий Дмитриевич",2304044758,"г. Геленджик, МКР "" Магнолия"", 6 тел: 8(928)436-64-18","г. Геленджик, ул. Садовая,  / ул. Лермонтовский бульвар"," ""организация общественного питания""",
1415.,,,,,,"г. Геленджик, ул. Горького, 19 / ул. Октябрьская,12"," ""организация общественного питания""",
1416.,,,,,,"г. Геленджик, ул. Лермонтовский бульвар, р-н санатория  ""Солнечный берег"""," ""организация общественного питания ""День и Ночь""""",
1417.,АК 058757 № рег. 700,26.01.2012 - 25.01.2013,"ООО ""Владоник"", Поволяев",2345008090,"ст-ца Отрадная, ул. Ленина, 2/а","Отрадненский р-н, ст-ца Отрадная, ул. Первомайская, 64 А"," ""организация розничной торговли""",25.12.2008 - 25.12.2009
1418.,,,,,,"Отрадненский р-н, ст-ца Удобная, ул. Ленина, 1/1 А"," ""организация розничной торговли""",
1419.,,,,,,"Отрадненский р-н, ст-ца Передовая, ул. Ленина, 158"," ""организация общественного питания""",
1420.,,,,,,"Отрадненский р-н, ст-ца Передовая, ул. Красная, 78"," ""организация розничной торговли""",
1421.,,,,,,"Отрадненский р-н, ст-ца Отрадная, ул. Первомайская, 64 А"," ""организация общественного питания""",
1422.,АК 051349 № рег. 102,13.01.2010 - 13.01.2015,"ООО ""Внешторг 2"", Гудза Андрей Викторович",2311104609,"г. Краснодар, ул. Ставропольская, 87 тел: 239-7-57","г. Краснодар, ул. Ставропольская, 87"," ""ресторан ""Венеция""""",
1423.,АК 049938 № рег. 3529,02.10.2009 - 02.10.2012,"ООО ""Вовочка"", Анахасян Г.В.",2302058508,"пос. Заветный, ул. Офицерская, 58 тел: 8(918) 484-90-97","Армавир г., пос. Заветный, ул. Офицерская, 58"," ""магазин""",
1424.,АК 047995 № рег. 1262,29.05.2009 - 29.05.2010 (прол) 30.05.2010 - 29.05.2013,"ООО ""Водолей""",2312123629,"г. Краснодар, ул. Приозерная, 23","г. Краснодар, ул. Приозерная, 23"," ""магазин""",29.05.2008 - 22.05.2009
1425.,АК 051029 № рег. 4121,16.12.2009 - 16.12.2014,"ООО "" Водолей"", Белякова И.С.",2349032086,"ст-ца Черноерковская, ул. Красная, 2 тел: 8-918-05-05-33-2","Славянский р-н, ст-ца Черноерковская, ул. Красная, 2"," ""бар""",
1426.,АК 053967 № рег. 3132,15.11.2010 - 14.11.2011 (прол) 15.11.2011 - 14.11.2012,"ООО ""Водолей"", Егорова Л.В.",2348025086,"пос. Афипский, ул. Ленина, 30 тел: 34-8-44;8(918) 277-25-48","Северский р-н, пос. Афипский, ул. Ленина, 30"," ""организация розничной торговли""",
1427.,АК 057352 № рег. 2661,09.09.2011 - 08.09.2012,"ООО ""Водолей"", Глибоцкая Светлана Алексеевна",2315168547,"г. Новороссийск, ул. Жуковского, 1 тел: 8-918-35-033-40","г. Новороссийск, ул. Жуковского, 1"," ""организация общественного питания""",
1428.,АК 057916 № рег. 3223,16.12.2011 - 15.12.2012,"ООО  ""Водолей"", Горох Татьяна Александровна",2344014132,"пос. Незамаевский, ул. Буденного, 2 тел: 8-249-39638;8(918)027-07-01","Новопокровский р-н, пос. Незамаевский, ул. Буденного, 2 а"," ""организация розничной торговли""",
1429.,,,,,,"Новопокровский р-н, пос. Первомайский, ул. Центральная, 2"," ""организация розничной торговли""",
1430.,АК 058946 № рег. 861,27.02.2012 - 26.02.2013,"ООО ""Водолей"", Тупота Людмила Григорьевна",2348024318,"пос. Ильский, ул. Широкая, 101 а тел: 8918-473-98-94","Северский р-н, пос. Ильский, ул. Широкая, 101 а"," ""организация розничной торговли""",
1431.,АК 059341 № рег. 1273,19.04.2012 - 21.03.2013,"ООО ""Водолей"", Балышева Ирина Владимировна",2311086660,"пос. Колосистый, ул. Звездная, 9 тел: 8(918)454-20-43","Краснодар г., пос. Колосистый, пер. Звездный, 5"," ""организация розничной торговли""",
1432.,,,,,,"Краснодар г., пос. Колосистый, ул. Звездная, 9"," ""организация розничной торговли""",
1433.,,,,,,"г. Краснодар, пер. Снежный, 10"," ""организация розничной торговли""",
1434.,АК 059675 № рег. 1574,01.06.2012 - 31.05.2013,"ООО ""Водолей"", Кудряшов Юрий Геннадьевич",2352038715,"г. Темрюк, ул. Мира, 71, кв.1 тел: 8(918) 437-98-98;(86148)4-13-95","г. Темрюк, ул. Мира, 71, помещение 2"," ""организация розничной торговли - магазин ""Водолей""""",
1435.,АК 059955 № рег. 1887,09.06.2012 - 08.06.2013,"ООО "" Водолей"", Волонтырец И.А.",2301060744,"г. Анапа, ул. Калинина, 29 а тел: 8(86135)5-68-68;8(918)397-90-004","г. Анапа, ул . Набережная, 23"," ""организация общественного питания ""Барракуда""""",
1436.,АК 060616 № рег. 2432,05.07.2012 - 04.04.2013,"ООО ""Водолей"", Красин Эдуард Евгеньевич",2304044772,"г. Геленджик, ул. Куйбышева, 17/2 тел: 8918-441-78-74","г. Геленджик, ул. Тургенева, 22"," ""организация розничной торговли""",
1437.,,,,,,"г. Геленджик, ул. Тургенева, 22"," ""организация общественного питания""",
1438.,АК 058696 № рег. 631,21.01.2012 - 20.01.2013,"ООО ""Возрождение"", Фень Ирина Александровна",2360005181,"ст-ца Новопокровская , ул. Ленина, 103 тел: 8918-027-07-01","Новопокровский р-н, ст-ца Новопокровская , ул. Ленина, 2"," ""организация общественного питания""",
1439.,,,,,,"Новопокровский р-н, ст-ца Новопокровская , ул. Ленина, 103"," ""организация общественного питания""",
1440.,,,,,,"Новопокровский р-н, ст-ца Новопокровская , пер. Комсомольский , 31"," ""организация общественного питания""",
1441.,АК 059130 № рег. 1057,24.03.2012 - 23.03.2013,"ООО ""Возрождение"", Заброцкий А.Р",2336018503,"ст Ивановская, ул. Рыночная, 43/1 тел: 8-918-29-04-999","Красноармейский р-н, ст Ивановская, ул. Рыночная, 40 Б"," ""организация розничной торговли""",
1442.,,,,,,"Красноармейский р-н, ст Ивановская, ул. Рыночная, 40 Б"," ""организация общественного питания""",
1443.,АК 059503 № рег. 1427,27.04.2012 - 26.04.2013,"ООО ""Возрождение"", Адышева И.",2310158714,"г. Краснодар, ул. 40 лет Победы, 20/1 тел: 8928-42-1111-0","г. Краснодар, ул. 40 лет Победы, 20/2"," ""организация общественного питания""",
1444.,АК 058566 № рег. 3515,06.01.2012 - 05.01.2013,"ООО ""Возрождение 2003"", Ибаков Ибак Мамаевич",2343016666,"г. Новокубанск, ул. Ленина, 13-15 тел: 8(86195)4-71-71","г. Новокубанск, ул. Ленина, 11"," ""организация общественного питания""",
1445.,АК 046855 № рег. 4308,31.12.2008 - 31.12.2009 (прол) 01.01.2010 - 31.12.2010 01.01.2011 - 31.12.2011 01.01.2012 - 31.12.2012,"ООО "" Войс"", Гуревич Дмитрий Семенович",2308144496,"г. Краснодар, ул. Лузана, 13 тел: 8-918-22-3-888-3","г. Краснодар, ул. Пушкина, 44"," ""кафе "" Френки""""",
1446.,АК 058572 № рег. 3519,06.01.2012 - 05.01.2013,"ООО ПКФ ""Волга"", Ковалев Н.Т.",2334012249,"ст-ца Стародеревянковская, ул. Красная, 245 тел: 6-45-58","Каневский р-н, ст-ца Стародеревянковская, ул. Красная, 242 а"," ""организация розничной торговли""",
1447.,,,,,,"Каневский р-н, ст-ца Стародеревянковская, ул. Запорожская,  - ул.Вольная - ул. Короткая"," ""организация розничной торговли""",
1448.,АК 061177 № рег. 2791,27.07.2012 - 26.07.2013,"ООО ""Волжанка"", Лаврентьева Т.П.",2312140350,"г. Краснодар, ул. Уральская, 23/1 тел: 8-918-393-57-58","Краснодар г.,   СНТ ""ЗИП"", участок № 394"," ""организация розничной торговли""",
1449.,АК 056363 № рег. 1657,11.06.2011 - 10.06.2012 (прол) 11.06.2012 - 10.06.2013,"ООО  фирма ""Волна"", Гончарова З.П.",2304013189,"с. Архипо-Осиповка, ул. Школьная, 28 а тел: 92-0-64;8(918)45-04-083","Геленджик г., с. Архипо-Осиповка, ул. Приморский бульвар, 16"," ""организация розничной торговли""",
1450.,АК 057435 № рег. 2742,22.09.2011 - 21.09.2012,"ООО ""Волна"", Жуйкова Евгений Вячеславович",2312127060,"ст-ца Старокорсунская, ул. Ленина, 167 тел: 2348881; 8928-421-40-01","г. Усть-Лабинск, ул. Красная, 249"," ""организация розничной торговли""",
1451.,,,,,,"Геленджик г., с. Архипо-Осиповка, Пляжная зона"," ""организация общественного питания""",
1452.,,,,,,"Краснодар г., ст-ца Старокорсунская, ул. Ленина, 167"," ""организация розничной торговли""",
1453.,,,,,,"Кущевский р-н, с. Красное, пер. Советов, 8"," ""организация общественного питания""",
1454.,,,,,,"Усть-Лабинский р-н, ст-ца Воронежская, ул. Садовая, 151"," ""организация общественного питания""",
1455.,,,,,,"Гулькевичский  р-н, г. Гулькевичи, ул. Пионерская, 119 а"," ""организация общественного питания""",
1456.,,,,,,"Тихорецкий  р-н, ст-ца Архангельская, ул. Ворошилова, 47"," ""организация розничной торговли""",
1457.,АК 058319 № рег. 3280,20.12.2011 - 19.12.2012,"ООО ""Волна"", Финченко Екатерина Алексеевна",2333011482,"ст-ца Старовеличковская, ул. Красная, 159 тел: 26-7-48","Калининский р-н, ст-ца Старовеличковская, ул. Красная, 159"," ""организация общественного питания""",
1458.,АК 058490 № рег. 3441,28.12.2011 - 27.12.2012,"ООО ""Волна"", Таранцова Ирина Валериевна",2349032128,"ст-ца Черноерковская, ул. Октябрьская, 45 а тел: 8(918) 481-93-23","Славянский р-н, ст-ца Черноерковская, ул. Октябрьская, 45 а"," ""организация розничной торговли""",
1459.,АК 059280 № рег. 1214,12.04.2012 - 29.12.2014,"ООО ""Волна"", Жуйкова Евгений Вячеславович",2312127060,"ст-ца Старокорсунская, ул. Ленина, 167 тел: 2348881; 8928-421-40-01","Тихорецкий  р-н, ст-ца Архангельская, ул. Садовая, 3 а"," ""организация розничной торговли""",
1460.,,,,,,"Брюховецкий р-н, ст-ца Брюховецкая, ул. Красная, 212"," ""организация розничной торговли""",
1461.,,,,,,"Динской р-н, ст-ца Пластуновская, ул. Сквозная, 5 а"," ""организация розничной торговли""",
1462.,,,,,,"Тимашевский р-н, ст-ца Медведовская, ул. Сорокина, 21"," ""организация розничной торговли""",
1463.,,,,,,"Тихорецкий  р-н, ст-ца Архангельская, ул. Советская, 173 а"," ""организация розничной торговли""",
1464.,,,,,,"Туапсинский р-н, пос. Джубга, ул. Набережная, 2 а"," ""организация общественного питания""",
1465.,,,,,,"Динской р-н, ст-ца Старомышастовская, ул. Новая Жизнь, 18"," ""организация розничной торговли""",
1466.,,,,,,"Кущевский р-н, с. Красное, пер. Коммунистический, 27 а"," ""организация розничной торговли""",
1467.,,,,,,"г. Тимашевск, ул. Пионерская, 13/1"," ""организация розничной торговли""",
1468.,АК 059863 № рег. 1799,01.06.2012 - 31.05.2013,"ООО "" Волна"", Щенников Валентин Михайлович",2304055069,"хут. Бетта, ул. Подгорная, 21 тел: 8-918-444-22-97","Геленджик г., хут. Бетта, район пляжа"," ""организация общественного питания""",
1469.,АК 060622 № рег. 2438,06.07.2012 - 05.07.2013,"ООО ""Волна"", Рыбальченко С.Ю.",2304045737,"с. Кабардинка, ул. Революционная, 105 тел: 8(961)59-68-600","Геленджик г., с. Кабардинка, ул. Революционная, 105, литер С"," ""организация общественного питания-бар ""Колибри""""",
1470.,,,,,,"Геленджик г., с. Кабардинка, ул. Революционная, 105, литер Ц"," ""организация общественного питания - кафе ""Хуторок""""",
1471.,,,,,,"Геленджик г., с. Кабардинка, ул. Революционная, 105, литер Т"," ""организация общественного питания - лобби-бар""",
1472.,АК 060663 № рег. 2462,06.07.2012 - 05.07.2013,"ООО ""Волшебный лес"", Барчукова Лидия Ефремовна",2336021231,"г. Краснодар, ул. Сормовская,  / ул. Первомайская тел: 8(861)65 418-31, 8-918-665-80-51","г. Краснодар, ул. Сормовская,  / ул. Первомайская, литер А"," ""организация общественного питания""",
1473.,АК 057173 № рег. 2470,20.08.2011 - 19.08.2014,"ООО ""Вольдемар и К"", Козырицкий И.О.",2308015444,"г. Краснодар, ст.Краснодар-2, 5/3 тел: 253-17-21","г. Краснодар, ст.Краснодар-2, 5/3"," ""организация общественного питания""",
1474.,,,,,,"г. Краснодар, ст.Краснодар-2, 5/3"," ""организация розничной торговли""",
1475.,АК 041036 № рег. 6754,30.11.2007 - 30.11.2008 (прол) 30.11.2008 - 30.11.2009 01.12.2009 - 30.11.2010 01.12.2010 - 30.11.2011 01.12.2011 - 30.11.2012,"ПО ""Вольница"", Филатова Ольга Ивановна",2349029291,"г. Славянск-на-Кубани, ул. Дзержинского, 269 тел: 23288","г. Славянск-на-Кубани, ул. Дзержинского, 278"," ""кафе ""Водолей""""",
1476.,АК 059192 № рег. 1116,30.03.2012 - 29.03.2013,"ООО ""Воробьев и К"", Воробьев Владимир Петрович",2347014437,"г. Приморско-Ахтарск, ул. Королева, 19 тел: 8(918)384-14-07","г. Приморско-Ахтарск, ул. Привокзальная, 5"," ""организация розничной торговли""",
1477.,АК 058320 № рег. 3247,20.12.2011 - 19.12.2012,"ООО "" Восток"", Байдакова Елена Анатольевна",2328017288,"ст-ца Выселки, ул. Ленина, 182","Выселковский р-н, ст-ца Выселки, ул. Ленина, 182"," ""организация розничной торговли""",
1478.,АК 058322 № рег. 3267,23.12.2011 - 22.12.2012,"ООО "" Восток"", Азбекян С.М.",2321015595,"г. Тихорецк, ул. Тургенева, 77","г. Тихорецк, ул. Тургенева, б/н ( в 20 м на юго-запад от жилого дома № 89)"," ""организация розничной торговли""",22.12.2008 - 22.12.2010
1479.,АК 059692 № рег. 1618,26.05.2012 - 25.05.2013,"ООО ""Восток"", Костогрыз Алексей Владимирович",2352038842,"пос. Кучугуры, ул. Коммунистическая, 53 а тел: 8(918) 494-9613","Темрюкский р-н, пос. Кучугуры, ул. Коммунистическая, 53 а"," ""организация общественного питания - кафе ""Восток""""",
1480.,АК 060164 № рег. 2076,09.07.2012 - 08.07.2015,"ООО ""Восторг"", Валиева Ольга Федоровна",2353025363,"ст-ца Медведовская, ул. Ленина, 28/2 тел: 8(861)30-74-999","Тимашевский р-н, ст-ца Медведовская, ул. Мира, 220 А"," ""организация розничной торговли""",
1481.,,,,,,"Тимашевский р-н, ст-ца Медведовская, ул. Мира, 33 А/1"," ""организация розничной торговли""",
1482.,,,,,,"Тимашевский р-н, ст-ца Медведовская, ул. Ленина, 28/2"," ""организация розничной торговли""",
1483.,,,,,,"Тимашевский р-н, ст-ца Медведовская, ул. Чайковского, 32"," ""организация розничной торговли""",
1484.,АК 057841 № рег. 3149,16.12.2011 - 15.12.2012,"ООО ""Восточное"", Новохатный Иван Алексеевич",2326008217,"пос. Восточный, ул. Красная, 3 а тел: (861)54-91-7-88; 8918-090-29-16","Белоглинский р-н, пос. Восточный, ул. Северная, 8 а"," ""организация розничной торговли""",
1486.,АК 057319 № рег. 2632,02.09.2011 - 01.09.2012,"ООО ""Восход"", Алиев А.С.",2323030278,"г. Абинск, ул. Советов, 2 тел: 8960-494-03-55","г. Абинск, ул. Советов, 2"," ""организация розничной торговли""",
1487.,АК 058549 № рег. 3508,30.12.2011 - 29.12.2012,"ООО ""Восход"", Алиев А.Р.",2348024558,"пгт Ильский, ул. Советская, 189 тел: 8(918) 431-58-99","Северский р-н, пос. Ильский, ул. Свердлова, 170"," ""организация общественного питания""",
1488.,,,,,,"Северский р-н, пгт Афипский, ФАД Краснодар- Новороссийск 31 км +400 м"," ""организация розничной торговли""",
1489.,АК 060340 № рег. 2264,01.07.2012 - 30.06.2015,,,,"Северский р-н, пгт Ильский, ул. Мира, 232"," ""организация розничной торговли""",30.06.2009 - 30.06.2010
1490.,,,,,,"Северский р-н, пгт Ильский, ул. Советская, 189"," ""организация розничной торговли""",
1491.,АК 058842 № рег. 744,10.02.2012 - 09.02.2013,"ООО ""Вояж"", Фоменко Марина Викторовна",2334020698,"ст-ца Каневская, ул. Славянская, 6 тел: 8(264) 7-45-76;8(918) 484-59-05","Каневский р-н, ст-ца Каневская, ул. Славянская, 6"," ""организация розничной торговли (магазин ""Вояж""""",
1492.,АК 059240 № рег. 1159,05.04.2012 - 04.04.2013,"ООО ""Вояж"", Бойко Сергей Александрович",2346017330,"ст-ца Атаманская, ул. Ленина, 8 тел: 8909-460-19-95","Павловский р-н, ст-ца Атаманская, ул. Ленина, 8"," ""организация розничной торговли""",
1493.,АК 057904 № рег. 3210,15.12.2011 - 14.12.2012,"ООО ""Времена года"", Осипов Эдуард Иосифович",2305027508,"г. Горячий Ключ, ул. Ленина, 2 тел: 8918-444-55-44","г. Горячий Ключ, ул. Ленина, 2"," ""организация общественного питания""",
1495.,АК 059343 № рег. 1267,09.05.2012 - 08.05.2013,"ООО  ""Все для Вас"", Бабак Ирина Ивановна",2312124534,"г. Краснодар, ул. Уральская, 113 тел: 260-33-75","г. Краснодар, ул. Уральская, 113"," ""организация розничной торговли""",
1496.,АК 059045 № рег. 971,13.03.2012 - 12.03.2013,"ООО ""Встреча"", Адян Адоб Оганесович",2330039761,"с. Первореченское, ул. Суворова, 1 тел: 8-918-687-88-27; 8918-313-47-68","Динской р-н, с. Первореченское, ул. Суворова, 1"," ""организация розничной торговли""",
1497.,АК 060720 № рег. 2537,19.07.2012 - 18.07.2013,"ООО фирма ""Встреча"", Островерхов Б.В.",2322019345,"г. Туапсе,  . Привокзальная площадь,  тел: 3-05-80","г. Туапсе, ул. Верхне-Кордонная, 2"," ""организация розничной торговли - магазин ""Встреча""""",
1498.,АК 061189 № рег. 2815,31.07.2012 - 30.07.2013,"ООО ""Встреча"", Елецева Анна Семеновна",2314018958,"г. Лабинск, ул. Гагарина, 75/1 тел: 3-30-12;8(918)439-50-01","г. Лабинск, ул. Гагарина, 75/1"," ""организация общественного питания - кафе ""Встреча""""",
1499.,АК 059416 № рег. 1344,24.04.2012 - 23.04.2013,"Фирма ""Встреча"" (ООО, Хачатурян Самвел Сократович",2301020607,"г. Анапа, ул. Терская, 27 тел: 8(918)245-44-44","г. Анапа, ул. Терская, 27"," ""организация общественного питания""",
1500.,,,,,,"г. Анапа, Парк 30 лет Победы"," ""организация общественного питания""",
1501.,АК 057909 № рег. 3229,19.12.2011 - 18.12.2012,"ООО ""Выбор""",2303028672,"г. Белореченск, ул. Шабанова, 19/1 тел: 8918-458-57-16","г. Белореченск, ул. Шабанова, 19 а"," ""организация розничной торговли""",
1502.,АК 058578 № рег. 504,11.01.2012 - 10.01.2013,"ООО ""Выбор"", Усатый Алексей Дмитриевич",2326008094,"с. Белая Глина, ул. Красная, 163 тел: 8918-414-40-19","Белоглинский р-н, с. Белая Глина, ул. Красная, 163"," ""организация розничной торговли""",
1503.,,,,,,"Белоглинский р-н, с. Белая Глина, ул. Привокзальная, 7"," ""организация розничной торговли""",
1504.,,,,,,"г. Ейск, ул. Казачья, 2 в"," ""организация розничной торговли""",
1506.,АК 050935 № рег. 4021,04.12.2009 - 04.12.2010 (прол) 05.12.2010 - 04.12.2011 05.12.2011 - 04.12.2012,"ООО ""Вымпел"", Сизоненко Н.В.",2310123006,"г. Краснодар, ул. Леваневского, 34 тел: 8 (918)1946232","г. Краснодар, ул. Скорняжная, /ул.Кропоткина,81/1"," ""магазин""",
