8.,Способ направления запроса,1,"Введите код:
1 - по каналам СМЭВ,
2 - по каналам РСМЭВ,
3 - по иным электронным каналам,
4 - по почте,
5 - по факсу,
6 - курьером,
7 - другое или сочетание способов.",Способ направления ответа на запрос,1,"Введите код:
1 - по каналам СМЭВ,
2 - по каналам РСМЭВ,
3 - по иным электронным каналам,
4 - по почте,
5 - по факсу,
6 - курьером,
7 - другое или сочетание способов."
8.1.,"Способ направления запроса, детализация",,"Если в предыдущем поле были проставлены коды 3 или 7, пожалуйста, развёрнуто опишите планируемый способ предоставления данных.","Способ направления ответа на запрос, детализация",,"Если в предыдущем поле были проставлены коды 3 или 7, пожалуйста, развёрнуто опишите планируемый способ предоставления данных."
9.,Срок направления запроса,в течении 3 дней,Укажите срок направления запроса с момента начала предоставления услуги,Срок направления ответа на запрос,в течении 5 дней,"Укажите срок с момента получения запроса, в течение которого будет направлен ответ на запрос."
,,,,,,
,,,,,,
Табл. А.4.2. Описание запроса 5: состав сведений***,,,,,,
,,,,,,
№,"Описание сведений, передаваемых в составе запроса",Тип данных,,Источник данных*,,
,"Перечислите все данные, необходимые для выполнения запроса и передаваемые в составе запроса. Данные, передаваемые в составе различных полей, опишите раздельно. Например, запрос может содержать сведения о заявителе и включать поля: СНИЛС, место жительства,...","Введите код:
1 - значение из контролируемого справочника,
2 - неконтролируемое значение, 
3 - ссылка на приложенные материалы (например, к запросу могут быть приложены фотографии заявителя),
4 - описание приложенных материалов.","Если выбран код 1, укажите наименование справочника.
Если выбран код 4, опишите тип и объём данных (например, формат, число и предельный объём файлов или наименование прилагаемого документа: акт, выписка).","Введите код:
1 - данные представлены заявителем в составе заявления;
2 - данные хранятся в АИС ведомства, ответственного за предоставление услуги;
3 - данные хранятся в ведомстве, ответственном за предоставление услуги в составе бумажных документов (картотек),
4 - данные получены в ходе МВ.","Если выбраны коды 2 или 3, укажите полное наименование НПА, устанавливающего ведение соответствующего государственного информационного ресурса.  
Если выбран код 4, укажите номер и наименование запроса, в рамках которого получены указанные данные.","Если данные хранятся в АИС,  укажите её наименование"
1.,ОГРН,2,,1,,
2.,ИНН,2,,1,,
3.,Полное наименование заявителя,2,,1,,
4.,Краткое наименование заявителя,2,,1,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Табл. А.5.2. Описание ответа на запрос 5: состав сведений*,,,,,,
№,"Описание сведений, передаваемых в составе ответа на запрос",Тип данных,,Источник данных***,,
,"Перечислите все данные, передаваемые в составе ответа на запрос. Данные, передаваемые в составе различных полей, опишите раздельно.","Введите код:
1 - значение из контролируемого справочника,
2 - неконтролируемое значение, 
3 - ссылка на приложенные материалы,
4 - описание приложенных материалов","Если выбран код 1, укажите наименование справочника.
Если выбран код 4, опишите тип и объём данных (например, формат, число и предельный объём файлов или наименование прилагаемого документа: акт, выписка).","Введите код:
1 - данные хранятся в АИС ведомства, ответственного за предоставление услуги;
2 - данные хранятся в ведомстве, ответственном за предоставление услуги в составе бумажных документов,
3 - данные получены в ходе МВ.","Если выбраны коды 1или 2, укажите полное наименование НПА, устанавливающего ведение соответствующего государственного информационного ресурса.  
Если выбран код 3, укажите наименование ведомства, предоставившего данные.","Если данные хранятся в АИС,  укажите её наименование."
1,"Наименование территориального органа, выдавшего санитарно-эпидемиологическое заключение",2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
2,Номер заключения,2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
3,Дата заключения,2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
4,Информация о соответствии государственным санитарно-эпидемиологическим правилам и нормативам,2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
5,"ОГРН (для организаций, получивших заключение после 01.07.2011)",2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
6,"ИНН (для организаций, получивших заключение после 01.07.2011)",2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
7,Наименование организации - получателя заключения ,2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
8,"Место нахождения организации - получателя заключения (указывается, если было указано при заполнении заявления на получение заключения)",2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
9,"Название объекта, на который было выдано заключение",2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
10,"Адрес объекта, на который было выдано заключение",2,,3,"ФБУЗ ""Центр гигиены и эпидемиологии в Тамбовской области""",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
