,,    ,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,"Реестр выданных лицензий, лицензий, действие которых приостановлено, и аннулированных лицензий на розничную продажу алкогольной продукции, а также зарегистрированных лицензий, выданных на территории иных муниципальных образований Иркутской области, по городу Иркутск",,,,,,,,,
,по состоянию на 1 августа 2012 года,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,№,"Наименование лицензиата, ИНН",Место государственной регистрации лицензиата,"Серия, номер бланка, Серия, номер, дата выдачи, срок действия лицензии","Местонахождение территориально обособленных объектов, на которых осуществляется лицензируемый вид деятельности","Дата приостановления лицензии, на какой срок",Дата возобновления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Место выдачи лицензии 
,1,2,3,4,5,6,7,8,9,10
,231,"Каскад, ООО, 3811125870","г.Иркутск, ул. Академика Бурденко, д. 2а","38ме №004991, лиц.№АН00622 от 25.03.2009, действ.до 25.03.2014","отдел г.Иркутск, ул. Академика Бурденко, д. 2а",,,,,
,232,"Фуд-Фарт, ООО, 3808185862","г.Иркутск, ул. Урицкого, д. 2","38ме №004992, лиц.№АН00623 от 26.03.2009, действ.до 26.03.2014","кафе г.Иркутск, ул. Урицкого, д. 2",,,,,
,233,"Торговый дом Альфа, ООО, 3810310630","г.Иркутск, ул. Украинская, д. 13","38ме №004994, лиц.№АН00625 от 01.04.2009, действ.до 01.04.2014","отдел г.Иркутск, ул. Воровского, д. 17а; магазин г.Иркутск, ул. Украинская, д. 13; магазин г.Иркутск, ул. Советская, д. 80",,,,,
,234,"Торговый дом Вулкан, ООО, 3808206248","г.Иркутск, пер. 8-го Марта, д. 4","38ме №003383, лиц.№АН00626Пр от 02.08.2010, действ.до 05.04.2014","магазин г.Иркутск, ул. Шишкина, д. 9; магазин г.Иркутск, ул. 2-я Железнодорожная, д. 9; магазин г.Иркутск, ул. Советская, д. 137",,,14.05.2012 Решение №504-02-1923/12 от 14.05.2012;,,
,235,"Торговый дом Армения, ООО, 3808180790","г.Иркутск, ул. Карла Либкнехта, д. 7","38ме №004997, лиц.№АН00627 от 06.04.2009, действ.до 06.04.2014","отдел г.Иркутск, ул. Сибирских Партизан, д. 11б (ост. ""Кафе""); отдел г.Иркутск, ул. Олега Кошевого, д. 61; кафе г.Иркутск, ул. Байкальская, д. 258а",,,,,
,236,"Баркат, ООО, 3810052147","г.Иркутск, ул. Просвещения, д. 6","38ме №004998, лиц.№АН00628 от 06.04.2009, действ.до 06.04.2014","отдел г.Иркутск, ул. Баумана, д. 227",,,,,
,237,"СПЭС, ООО, 3811125126","г.Иркутск, ул. Байкальская, д. 232а","38ме №003444, лиц.№АН00629Пр от 20.10.2010, действ.до 19.04.2014","отдел г.Иркутск, ул. Байкальская, д. 232а",,,,,
,238,"Ваш магазин у дома, ООО, 3808185220","г.Иркутск, ул. Степана Разина, д. 42, оф. 18","38ме №005010, лиц.№АН00630 от 17.04.2009, действ.до 19.04.2014","отдел г.Иркутск, м/р-н Юбилейный, д. 25; павильон г.Иркутск, м/р-н Юбилейный у д/с № 162",,,,,
,239,"Круиз, ООО, 3812108067","г.Иркутск, м/р-н Первомайский, д. 65, оф. 54","38ме №005011, лиц.№АН00631 от 20.04.2009, действ.до 20.04.2014","магазин г.Иркутск, ул. 2-я Железнодорожная, д. 28",,,,,
,240,"РК Ерши, ООО, 3812106581","г.Иркутск, ул. Якоби, д. 35","38ме №005012, лиц.№АН00632 от 20.04.2009, действ.до 20.04.2014","бар г.Иркутск, ул. Якоби, д. 35",,,,,
,241,"Радуга, ООО, 3849001867","г.Иркутск, ул. Радищева, д. 13","38ме №005018, лиц.№АН00635 от 29.04.2009, действ.до 29.04.2014","магазин г.Иркутск, ул. Баррикад, д. 32а",,,,,
,242,"ИРК-Плюс, ООО, 3810031394","г.Иркутск, ул. Байкальская, д. 291","38ме №005039, лиц.№АН00637Пр от 22.05.2009, действ.до 30.04.2014","кафе г.Иркутск, ул. Байкальская, д. 291",,,,,
,243,"Перспектива, ООО, 3808184763","г.Иркутск, ул. Рабочего штаба, д. 134/1","38ме №005027, лиц.№АН00638 от 07.05.2009, действ.до 07.05.2014","магазин г.Иркутск, ул. Рабочего штаба, д. 134/1",,,,,
,244,"АЛЕКС, ООО, 3849000084","г.Иркутск, ул. Фельдшерская, д. 1","38ме №005028, лиц.№АН00639 от 13.05.2009, действ.до 13.05.2014","магазин г.Иркутск, ул. Фельдшерская, д. 1",,,,,
,245,"ЯНА, ООО, 3808057839","г.Иркутск, ул. Первомайская, д. 108","38ме №005033, лиц.№АН00641 от 18.05.2009, действ.до 18.05.2014","магазин г.Иркутск, ул. Первомайская, д. 81",,,,,
,246,"Интерфарм, ООО, 3811057878","г.Иркутск, ул. Каландаришвили, д. 6 оф. 2а","38ме №005035, лиц.№АН00643 от 19.05.2009, действ.до 19.05.2014","кафе г.Иркутск осторов ""Юность""",,,,,
,247,"Инвест плюс, ООО, 3811113402","г.Иркутск, ул. Ямская, д. 9, оф. 2","38ме №005034, лиц.№АН00642Пр от 29.12.2010, действ.до 19.05.2014","магазин г.Иркутск, ул. Ямская, д. 9; магазин п. Тельма, ул. Крупской, д. 11а",,,,,
,248,"ДЕЛО-ТАБАК, ООО, 3811073527","г.Иркутск, пр-т Маршала Жукова, д. 11, оф. 274","38ме №005040, лиц.№АН00644 от 26.05.2009, действ.до 26.05.2014","павильон г.Иркутск, ул. Коммунистическая ост. ""б. Постышева""; павильон г.Иркутск, пр-т Маршала Жукова ост. ""Лодочная""; павильон г.Иркутск, ул. Советская ост. ""Омулевского"" (лев. сторона); павильон г.Иркутск, ул. Байкальская ост. ""м/р Байкальский"" (лев. сторона); павильон г.Иркутск, ул. Байкальская ост.""!Релейный завод"" (лев. сторона); павильон г.Иркутск, ул. Лермонтова ост. ""ИГУ"" (лев. сторона); павильон г.Иркутск, ул. Советская ост. ""Эталон"" (лев. сторона);",,,29.06.2012 Решение №504-02-2733/12 от 29.06.2012;,,
,0,,,,"павильон г.Иркутск ул. Дек. Событий- Советская; павильон г.Иркутск, ул. Байкальская ост.""ГМК"" (лев. сторона); павильон г.Иркутск, ул. Дзержинского ост. ""Филармония""; павильон г.Иркутск, ул. Байкальская ост. ""Лисиха"" (лев. сторона); павильон г.Иркутск, ул. Советская ост. ""Типография"" (лев. сторона); павильон г.Иркутск, ул. Академическая ост. ""рынок Южный""; павильон г.Иркутск, ул. Лермонтова ост. ""МНТК""; павильон г.Иркутск, ул. Байкальская ост. ""Баргузин"" (лев. сторона);",,,,,
,0,,,,"павильон г.Иркутск, ул. Байкальская ост. ""Баргузин"" (пр. сторона); павильон г.Иркутск, ул. Советская ост. ""403 завод"" (пр. сторона); павильон г.Иркутск, ул. Советская ост. ""Усадьба Сукачева"" (лев. сторона); павильон г.Иркутск, ул. Октябрьской Революции ост. ""Автовокзал"" (лев. сторона); павильон г.Иркутск, ул. Тимирязева ост. ""Центральный рынок"" (лев. сторона) пав. 2; павильон г.Иркутск, ул. Софьи Перовской ост.""Автовокзал""; павильон г.Иркутск ул. Вампилова, 2/4;",,,,,
,0,,,,"павильон г.Иркутск, ул. Депутатская ост. ""1-я Советская"" (пр. сторона); павильон г.Иркутск, ул. Карла Маркса ост. ""к/т Пионер""; павильон г.Иркутск, ул. Лермонтова ост. ""Академгородок"" (пр. сторона); павильон г.Иркутск, ул. Лермонтова ост. ""Школа №19"" (лев. сторона); павильон г.Иркутск, ул. Желябова ост. ""Цирк""; павильон г.Иркутск ул. Дек. Событий-Тимирязева, ост. ""Музей декабристов""; павильон г.Иркутск, пр-т Маршала Жукова ост. ""Жукова"" (пр. сторона); павильон г.Иркутск, ул. Байкальская ост. ""Театр кукол"" (лев. сторона); павильон г.Иркутск, ул. Депутатская ост. ""Депутатская"" ( у д.№72);",,,,,
,249,"Северная орхидея, ООО, 3812091695","г.Иркутск, ул. Бакинская, д. 2а","38ме №003388, лиц.№АН00646Пр от 05.08.2010, действ.до 02.06.2014","отдел г.Иркутск, ул. Помяловского, д. 15а; отдел г.Иркутск, ул. Академическая, д. 14",,,,,
,250,"Сити, ООО, 3808184690","г.Иркутск, ул. Цесовская Набережная, д. 2 оф.4","38ме №005051, лиц.№АН00647 от 02.06.2009, действ.до 02.06.2014","кафе г.Иркутск, ул. Цесовская Набережная, д. 2",,,,,
,251,"ОмскНефть, ООО, 5505202791","г. Омск, ул. Братская, д. 3, оф. 13","38ме №003271, лиц.№АН00648Пр2 от 24.02.2010, действ.до 09.06.2014","магазин г.Иркутск, ул. Култукская, д. 97А; магазин г.Иркутск, ул. Старо-Кузьмихинская",,,,,
,252,"Бакарди, ООО, 3812106454","г.Иркутск, ул. Лермонтова, д. 279/9","38ме №003346, лиц.№АН00649Пр от 03.06.2010, действ.до 16.06.2014","магазин г.Иркутск, ул. Байкальская, д. 160; магазин г.Иркутск, ул. Карла Либкнехта, д. 107г литер А",,,,,
,253,"ТОРНАДО, ООО, 3812096870","г.Иркутск, м/р-н Первомайский у дома 30","38ме №005061, лиц.№АН00651 от 19.06.2009, действ.до 21.06.2014","магазин г.Иркутск, ул. Грибоедова ост. ""Ломоносова""",,,,,
,254,"Восемь подков, ООО, 3811096316","г.Иркутск, ул. Верхняя Набережная, д. 2","38ме №005071, лиц.№АН00653 от 02.07.2009, действ.до 02.07.2014","магазин г.Иркутск, ул. Верхняя Набережная, д. 2",,,,,
,255,"Золотое озеро, ООО, 3811126391","г.Иркутск, ул. 3-го Июля, д. 29","38ме №005072, лиц.№АН00654 от 03.07.2009, действ.до 05.07.2014","кафе г.Иркутск, ул. 3-го Июля, д. 29",,,,,
,256,"Прибой, ООО, 0","г.Иркутск, ул. Байкальская, д. 273А б/с3","№, лиц.№014 от 01.07.2009, действ.до 09.07.2012","отдел г.Иркутск, ул. Байкальская, д. 174А; отдел г.Иркутск, ул. Байкальская, д. 273Аб/с3; магазин г.Иркутск, ул. Дзержинского, д. 20",,,10.07.2012 по истечению срока действия;,,Иркутское районное МО
,257,"Строительные Дорожные Машины, ООО, 3811090530","г.Иркутск, ул. Ямская, д. 20","38ме №005091, лиц.№АН00657 от 23.07.2009, действ.до 23.07.2014","магазин г.Иркутск, ул. Бородина, д. 50А",,,18.04.2012 Решение №504-02-1542/12 от 18.04.2012;,,
,258,"СИБИРЬ, ООО, 3811096394","г.Иркутск, ул. Байкальская, д. 312, оф. 34","38ме №005093, лиц.№АН00658 от 24.07.2009, действ.до 26.07.2014","магазин г.Иркутск, м/р-н Юбилейный около домов 71, 78",,,,,
,259,"Паваир, ООО, 3811131024","г.Иркутск, ул. Загоскина, д. 9, оф. 91","38ме №005102, лиц.№АН00659 от 11.08.2009, действ.до 11.08.2014","отдел г.Иркутск, ул. Чайковского, д. 20",,,,,
,260,"Лена, ООО, 3811131063","г.Иркутск, ул. Ширямова, д. 13","38ме №005107, лиц.№АН00660 от 14.08.2009, действ.до 16.08.2014","бар г.Иркутск, ул. Ширямова, д. 13 1-й этаж здания международного аэровокзала",,,,,
,261,"Профит, ООО, 3812108998","г.Иркутск, м/р-н Университетский м/р, д. 36, оф. 27","38ме №005108, лиц.№АН00661 от 14.08.2009, действ.до 16.08.2014","бар г.Иркутск, ул. Ширямова, д. 13 1-й этаж здания аэровокзала",,,,,
,262,"Спектр, ООО, 3849003053","г.Иркутск, ул. Енисейская, д. 103","38ме №005110, лиц.№АН00662 от 17.08.2009, действ.до 17.08.2014","магазин г.Иркутск, ул. Байкальская, д. 217а",,,,,
,263,"Автоцентр МЕГА, ООО, 3812095097","г.Иркутск, ул. Набережная Иркута, д. 1","38ме №005115, лиц.№АН00664 от 24.08.2009, действ.до 24.08.2014","кафе г.Иркутск, ул. Набережная Иркута, д. 1",,,,,
,264,"Сомони, ООО, 3810055532","г.Иркутск, ул. Кедровая, д. 26","38ме №005118, лиц.№АН00665 от 02.09.2009, действ.до 02.09.2014","кафе г.Иркутск, ул. Толевая, д. 4",,,,,
,265,"Солнечный Остров, ООО, 3811077899","г.Иркутск, ул. Ядринцева, д. 19, оф. 23","38ме №003270, лиц.№АН00666Пр от 19.02.2010, действ.до 13.09.2014","магазин г.Иркутск, м/р-н Первомайский ул. Вампилова, 4",,,,,
,266,"Морозофф, ООО, 3812109230","г.Иркутск, ул. Лермонтова, д. 279/2","38ме №005127, лиц.№АН00667 от 24.09.2009, действ.до 30.09.2014","магазин г.Иркутск, ул. Лермонтова, д. 279/2",,,,,
,267,"ТрейдМаркет, ООО, 3812123192","г.Иркутск, м/р-н Университетский м/р, д. 60 оф. 16","38ме №003553, лиц.№АН00669Пр7 от 22.12.2010, действ.до 27.09.2014","магазин г.Иркутск, ул. Ямская, д. 53; магазин г.Иркутск, ул. Ржанова, д. 36",,,,,
,268,"Азбука шоколада, ООО, 3811121393","г.Иркутск, ул. Пискунова, д. 122","38ме №005140, лиц.№АН00671 от 09.10.2009, действ.до 11.10.2014","кафе г.Иркутск, ул. Пискунова, д. 122",,,,,
,269,"Респект, ООО, 3812124044","г.Иркутск, бул. Рябикова, д. 9, оф. 12","38ме №005142, лиц.№АН00672 от 14.10.2009, действ.до 14.10.2014","магазин г.Иркутск, м/р-н Юбилейный, д. 14",,,,,
,270,"Лотос, ООО, 3849004723","г.Иркутск, - Топкинский, д. 34, оф. 27","38ме №005145, лиц.№АН00673 от 15.10.2009, действ.до 15.10.2014","отдел г.Иркутск, ул. Байкальская у дома № 274",,,,,
,271,"Промсервис, ООО, 3808184523","г.Иркутск, ул. Карла Маркса у дома 30","38ме №005150, лиц.№АН00674 от 20.10.2009, действ.до 20.10.2014","магазин г.Иркутск, ул. Карла Маркса у дома 30",,,,,
,272,"БОБРЫ, ООО, 3811130662","г.Иркутск, ул. Трилиссера, д. 59, оф. 49","38ме №005151, лиц.№АН00675 от 21.10.2009, действ.до 21.10.2014","бар г.Иркутск, ул. Октябрьской Революции, д. 1",,,,,
,273,"Максимус, ООО, 3811129177","г.Иркутск, ул. Байкальская, д. 202/6, оф. 13","38ме №005156, лиц.№АН00676 от 22.10.2009, действ.до 22.10.2014","кафе г.Иркутск, ул. Ширямова, д. 13 2 этаж здания аэровокзала, общая зона",,,,,
,274,"Сохо, ООО, 3808207153","г.Иркутск, ул. 5-й Армии, д. 67","38ме №005160, лиц.№АН00677 от 23.10.2009, действ.до 25.10.2014","кафе г.Иркутск, ул. 5-й Армии, д. 67",,,,,
,275,"Спектр, ООО, 3808184562","г.Иркутск, ул. Литвинова, д. 3","38ме №005161, лиц.№АН00678 от 26.10.2009, действ.до 26.10.2014","ресторан г.Иркутск, ул. Кожова, д. 10",,,,,
,276,"Торговый дом ВИКО, ООО, 3812122953","г.Иркутск, м/р-н Университетский м/р, д. 41","38ме №005169, лиц.№АН00679 от 28.10.2009, действ.до 28.10.2014","магазин г.Иркутск, ул. 2-я Железнодорожная, д. 76",,,,,
,277,"кафе Водопад, ООО, 3819016680","г.Усолье-Сибирское, пр-т Ленинский, д. 3а","38ме №005172, лиц.№АН00680 от 29.10.2009, действ.до 29.10.2014","магазин г.Иркутск, м/р-н Первомайский, д. 48",,,,,
,278,"Партнер, ООО, 3811123552","г.Иркутск, ул. Карла Либкнехта, д. 99","38ме №004058, лиц.№АН00681Пр2 от 12.07.2012, действ.до 01.11.2014; изменена 12.07.2012","магазин г.Иркутск, ул. Депутатская, д. 42/2 б/с 3; магазин г.Иркутск, ул. Красноказачья, д. 127",,,,,
,279,"Шоколадный рай, ООО, 0","г.Ангарск, м/р-н 19, д. 10, оф. 47","А №167436, лиц.№96 от 06.12.2010, действ.до 26.08.2013","кафе г.Иркутск, ул. Горная, д. 24",,,,,Администрация Ангарского МО
,280,"АЛЬЯНС, ООО, 3808114188","г.Иркутск, ул. Декабрьских Событий, д. 25А","38ме №005190, лиц.№АН00683 от 24.11.2009, действ.до 24.11.2014","магазин г.Иркутск, ул. Олега Кошевого, д. 61",,,,,
,281,"Люкаде, ООО, 3811128913","г.Иркутск, ул. Партизанская, д. 143, оф. 64","38ме №005192, лиц.№АН00685 от 24.11.2009, действ.до 24.11.2014","магазин г.Иркутск, ул. 3-го Июля, д. 39; магазин г.Иркутск п.Затон, в здании столовой",,,,,
,282,"Восторг, ООО, 3812123499","г.Иркутск, бул. Рябикова, д. 31В, оф. 60к.8","38ме №005193, лиц.№АН00686 от 25.11.2009, действ.до 25.11.2014","бар г.Иркутск, м/р-н Университетский м/р, д. 60",,,,,
,283,"Сомелье, ООО, 0","г.Ангарск, - квартал 86, д. 1, оф. 80","А №167332, лиц.№74 от 24.11.2009, действ.до 23.11.2014","отдел г.Иркутск, ул. 5-й Армии, д. 29 ТЦ ""Планетарий""",,,,,г. Ангарск
,284,"Сибирская компания +, ООО, 3849000567","г.Иркутск, ул. Октябрьской Революции, д. 1","38ме №003447, лиц.№АН00689Пр2 от 20.10.2010, действ.до 02.12.2014","отдел г.Иркутск, ул. Розы Люксембург, д. 293а; магазин г.Иркутск, ул. Карла Либкнехта, д. 239/1; магазин г.Иркутск, ул. Коммунистическая, д. 65а",,,,,
,285,"Эльбрус, ООО, 3812123886","г.Иркутск, м/р-н Первомайский, д. 45, оф. 5","38ме №005207, лиц.№АН00691 от 10.12.2009, действ.до 10.12.2014","отдел г.Иркутск, ул. Рабочая Нижний мост р. Ушаковки (рынок ""Ушаковский"")",,,20.01.2012 Решение №504-02-160/12 от 20.01.2012;,,
,286,"ЛоТоС плюс, ООО, 3811134064","г.Иркутск, ул. Партизанская, д. 47","38ме №005211, лиц.№АН00692 от 11.12.2009, действ.до 13.12.2014","магазин г.Иркутск, ул. Партизанская, д. 47",,,,,
,287,"ГЕНТАКС, ООО, 3808143580","г.Иркутск, ул. Урицкого, д. 14","38ме №005218, лиц.№АН00693 от 16.12.2009, действ.до 16.12.2014","бар г.Иркутск, ул. Академическая, д. 27",,,,,
,288,"Гурон, ООО, 3810035529","г.Иркутск, ул. Сибирских Партизан, д. 4","38ме №005222, лиц.№АН00694 от 22.12.2009, действ.до 22.12.2014","магазин г.Иркутск, ул. Сибирских Партизан, д. 4",,,,,
,289,"Милена, ООО, 3812124189","г.Иркутск, бул. Рябикова, д. 42, оф. 63","38ме №005225, лиц.№АН00695 от 24.12.2009, действ.до 24.12.2014","отдел г.Иркутск ул. Вампилова, 2/2",,,,,
,290,"Корнет, ООО, 3811131553","г.Иркутск, ул. Лопатина, д. 4, оф. 87","38ме №005226, лиц.№АН00696 от 24.12.2009, действ.до 24.12.2014","магазин г.Иркутск, ул. Трудовая, д. 128",,,,,
,291,"Лекс-Сервис, ООО, 3808132807","г.Иркутск, ул. Челнокова, д. 26а","38ме №005229, лиц.№АН00697 от 25.12.2009, действ.до 25.12.2014","кафе г.Иркутск, ул. Академическая, д. 30",,,,,
,292,"КристАлл, ООО, 0","п.Качуг ул. Сибирская, 17","38ме №002184, лиц.№7 от 24.12.2009, действ.до 20.11.2012","отдел г.Иркутск, бул. Постышева, д. 35Б",,,,,"администрация МО ""Качугский район"""
,293,"Аквамарин, ООО, 3808149600","г.Иркутск, ул. Декабрьских Событий, д. 119а оф.31","38ме №005242, лиц.№АН00698 от 30.12.2009, действ.до 30.12.2014","бар г.Иркутск, ул. Партизанская, д. 9",,,24.07.2012 Решение №504-02-3058/12 от 19.07.2012;,,
,294,"Альфа-Вино Байкал, ООО, 0","г.Ангарск, ул. 2-я Московская лит.А, стр. 33 ж/4, пом. № 1","№, лиц.№82 от 18.12.2009, действ.до 16.04.2014","магазин г.Иркутск, ул. Богдана Хмельницкого, д. 1",,,,,г. Ангарск
,295,"Альпари, ООО, 3812123594","г.Иркутск, ул. Безбокова, д. 7, оф. 77","38ме №003251, лиц.№АН00701 от 28.01.2010, действ.до 28.01.2015","кафе г.Иркутск, м/р-н Приморский, д. 24а",,,,,
,296,"Элина, ООО, 3811095922","г.Иркутск, ул. Иркутской 30-й дивизии, д. 4, оф. 57","38ме №003283, лиц.№АН00708 от 22.03.2010, действ.до 22.03.2012","магазин г.Иркутск, ул. Байкальская, д. 320/2 пом. 1003",,,23.03.2012 по истечению срока действия;,,
,297,"Медведи, ООО, 3811122326","г.Иркутск, пр-т Маршала Жукова, д. 11, оф. 274","38ме №003292, лиц.№АН00712 от 25.03.2010, действ.до 25.03.2013","бар г.Иркутск, ул. Карла Маркса, д. 11; бар г.Иркутск, ул. Карла Маркса, д. 11",,,,,
,298,"Региональная торговая сеть Курочка рядом, ООО, 0","г.Ангарск, - 95 кв-л, д. 22","№, лиц.№31 от 07.05.2010, действ.до 06.05.2015","магазин г.Иркутск, ул. Костычева, д. 10Б",,,,,администрация г. Ангарска
,299,"ЛюксАвто, ООО, 3812090349","г.Иркутск, ул. Академическая, д. 25","38ме №003339, лиц.№АН00732 от 24.05.2010, действ.до 24.05.2015","магазин г.Иркутск, ул. Академическая, д. 25",,,,,
,300,"Виктория, ООО, 0","г.Шелехов, - 6 кв-л, д. 10, оф. 19","№, лиц.№18 от 14.05.2010, действ.до 03.08.2012","бар г.Иркутск, м/р-н Первомайский, д. 2/2 (ул. Вампилова)",,,,,Иркутское районное МО
,301,"Еноты, ООО, 3812125023","г.Иркутск, ул. Академическая, д. 3","38ме №003526, лиц.№АН00739Пр от 09.12.2010, действ.до 30.06.2013","бар г.Иркутск, ул. Советская, д. 124д; бар г.Иркутск, ул. Лермонтова, д. 81/1",,,,,
,302,"ТЁМА, ООО, 3810316199","г.Иркутск, ул. Павла Красильникова, д. 217, оф. 36к.4","38ме №003393, лиц.№АН00747 от 12.08.2010, действ.до 12.08.2015","магазин г.Иркутск, ул. Розы Люксембург, д. 299",,,,,
,303,"Инициатива, ООО, 3812126933","г.Иркутск, ул. Лермонтова, д. 65","38ме №004065, лиц.№АН00749Пр2 от 13.07.2012, действ.до 17.08.2012; изменена 13.07.2012","магазин г.Иркутск, ул. Рабочего штаба на выезде из города",,,,,
,304,"Ресторанный холдинг, ООО, 3811120030","г.Иркутск, ул. Карла Либкнехта, д. 157","38ме №003403, лиц.№АН00751 от 20.08.2010, действ.до 22.08.2012","кафе г.Иркутск, ул. Карла Маркса, д. 40",,,,,
,305,"Кузя, ООО, 3812122745","г.Иркутск, ул. Старо-Кузьмихинская, д. 62А","38ме №003413, лиц.№АН00755 от 27.08.2010, действ.до 27.08.2015","бар г.Иркутск, ул. Старо-Кузьмихинская, д. 62А",,,,,
,306,"Прага, ООО, 3811138982","г.Иркутск, ул. Пискунова, д. 150/3","38МЕ №003425, лиц.№АН00759 от 16.09.2010, действ.до 16.09.2015","кафе г.Иркутск, ул. Депутатская, д. 42/2",,,,,
,307,"АлкоСтиль, ООО, 0","г.Ангарск, - 125кв-л стр. 1/13, оф. 3","№, лиц.№78 от 08.09.2010, действ.до 02.10.2014","магазин г.Иркутск, ул. Украинская, д. 10; отдел г.Иркутск, ул. Трактовая, д. 35В",,,,,Администрация Ангарского МО
,308,"ГлобалРост, ООО, 3808215570","г.Иркутск, ул. Цесовская Набережная, д. 12 оф.104","38ме №003524, лиц.№АН00766Пр2 от 09.12.2010, действ.до 08.11.2012","магазин г.Иркутск, ул. Павла Красильникова, д. 217; магазин г.Иркутск, ул. Байкальская, д. 274а; магазин г.Иркутск, ул. Лыткина, д. 42; магазин г.Иркутск, м/р-н Юбилейный, д. 14; магазин г.Иркутск, ул. Декабрьских Событий, д. 21; магазин г.Иркутск, м/р-н Юбилейный, д. 97; магазин г.Иркутск, ул. Декабрьских Событий, д. 85; магазин г.Иркутск, ул. Доржи Банзарова, д. 23в; магазин г.Иркутск, пер. 15-й Советский, д. 4; магазин г.Иркутск, бул. Рябикова, д. 1",,,,,
,309,"Империя Плюс, ООО, 3812129645","г.Иркутск, ул. Академическая, д. 27 оф.75","38ме №003516, лиц.№АН00783 от 08.12.2010, действ.до 08.12.2015","павильон г.Иркутск, ул. Академическая, д. 27; павильон г.Иркутск, ул. Академическая, д. 27",,,,,
,310,"Трейдагро, ООО, 0","г.Киренск, ул. Партизанская, д. 4","№, лиц.№53 от 07.12.2010, действ.до 20.02.2013",,,,,,Администрация Киренского муниципального района
,311,"ИркутскЭнергоСнаб, ООО, 3827020062",9км а/д Иркутск-Чита,"38ме №003497, лиц.№АН00544Пр от 26.11.2010, действ.до 26.11.2013","магазин г.Иркутск, ул. Байкальская в р-не дома № 224; магазин г.Иркутск, ул. Байкальская в р-не дома № 204; отдел в магазине г.Иркутск, бул. Рябикова, д. 36/6",,,,,
,312,"Абсент, ООО, 3812084095","г.Иркутск, м/р-н Первомайский, д. 52, оф. 19","38ме №004875, лиц.№АН00557 от 10.12.2008, действ.до 18.12.2013","отдел г.Иркутск, пр-т Маршала Жукова ост. ""Дружба"" (правая сторона); отдел г.Иркутск, пр-т Маршала Жукова у дома №46",,,,,
,313,"СИТИКОМ, ООО, 3811062388","г.Иркутск, ул. Лермонтова, д. 102","38ме №004968, лиц.№АН00600Пр от 20.02.2009, действ.до 30.12.2013","бар г.Иркутск, ул. Лермонтова, д. 102; кафе г.Иркутск, ул. Байкальская, д. 104; бар г.Иркутск, ул. Байкальская, д. 104",,,,,
,314,"ТК Континент, ООО, 3812084553","г.Иркутск, ул. Новгородская, д. 53","Д №561281, лиц.№АП03427 от 30.11.2005, действ.до 02.12.2015","магазин г.Иркутск, ул. Театральная, д. 9",,,,,
,315,"Торговый Дом Виктория, ООО, 3808100971","г.Иркутск, ул. Трактовая, д. 1","38ме №004885, лиц.№АН00564 от 15.12.2008, действ.до 15.12.2013","магазин г.Иркутск, ул. Трактовая, д. 1",,,,,
,316,"Смак плюс, ООО, 3811093192","г.Иркутск, ул. Трилиссера, д. 48, оф. 55","38ме №004944, лиц.№АН00523Пр от 14.01.2009, действ.до 02.10.2013","отдел г.Иркутск, ул. Депутатская (в р-не дома № 1); кафе г.Иркутск, ул. Пискунова, д. 150/1",,,,,
,317,"Вита, ООО, 3808125969","г.Иркутск, ул. Спартаковская, д. 8","38ме №003342, лиц.№АП03438Пр2 от 27.05.2010, действ.до 04.12.2012","магазин г.Иркутск, ул. Спартаковская, д. 8; магазин г.Иркутск, м/р-н Юбилейный, д. 63а",,,,,
,318,"Алис, ООО, 3810039361","г.Иркутск, пер. 18-й Советский, д. 1","38ме №004878, лиц.№АН00559 от 11.12.2008, действ.до 18.12.2013","магазин г.Иркутск, пер. 18-й Советский, д. 1",,,,,
,319,"Рустам, ООО, 3810038992","г.Иркутск, ул. Баумана, д. 218, оф. 61","38ме №004902, лиц.№АН00558Пр от 19.12.2008, действ.до 11.12.2013","магазин г.Иркутск, ул. Баумана у дома № 210",,,,,
,320,"фирма ДТД, ООО, 3808022410","г.Иркутск, ул. Рабочего штаба, д. 134","38ме №004866, лиц.№АН00548 от 01.12.2008, действ.до 13.12.2013","магазин г.Иркутск, ул. Рабочего штаба, д. 134; магазин г.Иркутск, ул. Рабочего штаба, д. 134/2",,,,,
,321,"У Саввы, ООО, 3811094559","г.Иркутск, ул. Донская, д. 21, оф. 35","38ме №003410, лиц.№АН00575Пр от 26.08.2010, действ.до 18.12.2013","отдел г.Иркутск, ул. Карла Либкнехта, д. 245; магазин г.Иркутск, ул. Костычева, д. 30",,,,,
,322,"Саларис, ООО, 3812084730","г.Иркутск, ул. Пискунова, д. 150/1","38ме №004943, лиц.№АН00604 от 12.01.2009, действ.до 12.01.2014","отдел г.Иркутск, ул. Пискунова, д. 150/1",,,,,
,323,"РИМ, ООО, 3811094206","г.Иркутск, ул. Депутатская, д. 79, оф. 3","38МЕ №004924, лиц.№АН00577Пр от 26.12.2008, действ.до 21.12.2013","отдел г.Иркутск, ул. Байкальская, д. 292",,,,,
