,"Перечислите все данные, необходимые для выполнения запроса и передаваемые в составе запроса. Данные, передаваемые в составе различных полей, опишите раздельно. Например, запрос может содержать сведения о заявителе и включать поля: СНИЛС, место жительства,...","Введите код:
1 - значение из контролируемого справочника,
2 - неконтролируемое значение, 
3 - ссылка на приложенные материалы (например, к запросу могут быть приложены фотографии заявителя),
4 - описание приложенных материалов. ","Если выбран код 1, укажите наименование справочника.
Если выбран код 4, опишите тип и объём данных (например, формат, число и предельный объём файлов или наименование прилагаемого документа: акт, выписка).","Введите код:
1 - данные представлены заявителем в составе заявления;
2 - данные хранятся в АИС ведомства, ответственного за предоставление услуги;
3 - данные хранятся в ведомстве, ответственном за предоставление услуги в составе бумажных документов (картотек),
4 - данные получены в ходе МВ.","Если выбраны коды 2 или 3, укажите полное наименование НПА, устанавливающего ведение соответствующего государственного информационного ресурса.  
Если выбран код 4, укажите номер и наименование запроса, в рамках которого получены указанные данные.","Если данные хранятся в АИС,  укажите её наименование"
1,Сведения о правообладателе - юридического лица,,,,,
1.1,Полное наименование юридического лица ,2 - неконтролируемое значение , ,1 - данные представлены заявителем в составе заявления,,
1.2,ИНН ,2 - неконтролируемое значение , ,1 - данные представлены заявителем в составе заявления,,
1.3,ОГРН ,2 - неконтролируемое значение , ,1 - данные представлены заявителем в составе заявления,,
1.4,Дата госудаствренной регистрации юридического лица ,2 - неконтролируемое значение , ,1 - данные представлены заявителем в составе заявления,,
1.5,Страна регистрации (инкорпорации) ,2 - неконтролируемое значение , ,1 - данные представлены заявителем в составе заявления,,
1.6,Дата и номер регистрации ,2 - неконтролируемое значение , ,1 - данные представлены заявителем в составе заявления,,
1.7,Адрес (место нахождения) постоянно действующего исполнительного органа ,2 - неконтролируемое значение , ,1 - данные представлены заявителем в составе заявления,,
,,,,,,
Табл. А.5.2.4. Описание ответа на запрос 4: состав сведений*,,,,,,
,,,,,,
№,"Описание сведений, передаваемых в составе ответа на запрос",Тип данных,,Источник данных***,,
,"Перечислите все данные, передаваемые в составе ответа на запрос. Данные, передаваемые в составе различных полей, опишите раздельно. ","Введите код:
1 - значение из контролируемого справочника,
2 - неконтролируемое значение, 
3 - ссылка на приложенные материалы,
4 - описание приложенных материалов","Если выбран код 1, укажите наименование справочника.
Если выбран код 4, опишите тип и объём данных (например, формат, число и предельный объём файлов или наименование прилагаемого документа: акт, выписка).","Введите код:
1 - данные хранятся в АИС ведомства, ответственного за предоставление услуги;
2 - данные хранятся в ведомстве, ответственном за предоставление услуги в составе бумажных документов,
3 - данные получены в ходе МВ.","Если выбраны коды 1или 2, укажите полное наименование НПА, устанавливающего ведение соответствующего государственного информационного ресурса.  
Если выбран код 3, укажите наименование ведомства, предоставившего данные.","Если данные хранятся в АИС,  укажите её наименование."
1,Права,,,,,
1.1,Вид права ,2 - неконтролируемое значение , , ,,
1.2,Номер государственной регистрации права ,2 - неконтролируемое значение , , ,,
1.3,Дата государственной регистрации права ,2 - неконтролируемое значение , , ,,
1.4,Доля в праве ,2 - неконтролируемое значение , , ,,
2,Ограничения (обременения) права,,,,,
2.1,"Лицо, в пользу которого наложено ограничение ",2 - неконтролируемое значение , , ,,
2.2,Дата государственной регистрации ограничения (обременения) ,2 - неконтролируемое значение , , ,,
2.3,Срок ограничения ,2 - неконтролируемое значение , , ,,
2.4,Вид ограничения (обременения) ,2 - неконтролируемое значение , , ,,
2.5,Номер государственной регистрации ограничения (обременения) ,2 - неконтролируемое значение , , ,,
3,Адрес объекта недвижимости,,,,,
3.1,Строение ,2 - неконтролируемое значение , , ,,
3.2,Квартира ,2 - неконтролируемое значение , , ,,
3.3,Город ,2 - неконтролируемое значение , , ,,
3.4,Населенный пункт ,2 - неконтролируемое значение , , ,,
3.5,Улица ,2 - неконтролируемое значение , , ,,
3.6,Дом ,2 - неконтролируемое значение , , ,,
3.7,Корпус ,2 - неконтролируемое значение , , ,,
3.8,Наименование региона ,2 - неконтролируемое значение , , ,,
3.9,Район ,2 - неконтролируемое значение , , ,,
4,Описание объекта недвижимости,,,,,
4.1,Площадь объекта ,2 - неконтролируемое значение , , ,,
4.2,Кадастровый номер ,2 - неконтролируемое значение , , ,,
4.3,Условный номер ,2 - неконтролируемое значение , , ,,
4.4,Наименование объекта ,2 - неконтролируемое значение , , ,,
4.5,Назначение объекта ,2 - неконтролируемое значение , , ,,
