,"Перечислите все данные, необходимые для выполнения запроса и передаваемые в составе запроса. Данные, передаваемые в составе различных полей, опишите раздельно. Например, запрос может содержать сведения о заявителе и включать поля: СНИЛС, место жительства,...","Введите код:
1 - значение из контролируемого справочника,
2 - неконтролируемое значение, 
3 - ссылка на приложенные материалы (например, к запросу могут быть приложены фотографии заявителя),
4 - описание приложенных материалов.","Если выбран код 1, укажите наименование справочника.
Если выбран код 4, опишите тип и объём данных (например, формат, число и предельный объём файлов или наименование прилагаемого документа: акт, выписка).","Введите код:
1 - данные представлены заявителем в составе заявления;
2 - данные хранятся в АИС ведомства, ответственного за предоставление услуги;
3 - данные хранятся в ведомстве, ответственном за предоставление услуги в составе бумажных документов (картотек),
4 - данные получены в ходе МВ.","Если выбраны коды 2 или 3, укажите полное наименование НПА, устанавливающего ведение соответствующего государственного информационного ресурса.  
Если выбран код 4, укажите номер и наименование запроса, в рамках которого получены указанные данные.","Если данные хранятся в АИС,  укажите её наименование"
Сведения об объекте недвижимости,,,,,,
1.,ОКАТО,2,,4,,
2.,Кадастровый номер,2,,4,,
3.,Условный номер,2,,4,,
4.,Район,2,,4,,
5.,Город,2,,4,,
6.,Населенный пункт,2,,4,,
7.,Улица,2,,4,,
8.,Дом,2,,4,,
9.,Корпус,2,,4,,
10.,Строение,2,,4,,
11.,Квартира,2,,4,,
12.,Наименование объекта,2,,4,,
13.,Назначение объекта,2,,4,,
14.,Площадь объекта ,2,,4,,
15.,Иное,2,,4,,
Сведения о собственнике,,,,,,
1,Фамилия ,2,,4,,
2,Имя ,2,,4,,
3,Отчество,2,,4,,
4,СНИЛС,2,,4,,
5,Тип документа,2,,4,,
6,Серия документа,2,,4,,
7,Номер документа,2,,4,,
8,Дата выдачи документа,2,,4,,
,,,,,,
Табл. А.5.2. Описание ответа на запрос 4: состав сведений*,,,,,,
,,,,,,
№,"Описание сведений, передаваемых в составе ответа на запрос",Тип данных,,Источник данных***,,
, ,"Введите код:
1 - значение из контролируемого справочника,
2 - неконтролируемое значение, 
3 - ссылка на приложенные материалы,
4 - описание приложенных материалов","Если выбран код 1, укажите наименование справочника.
Если выбран код 4, опишите тип и объём данных (например, формат, число и предельный объём файлов или наименование прилагаемого документа: акт, выписка).","Введите код:
1 - данные хранятся в АИС ведомства, ответственного за предоставление услуги;
2 - данные хранятся в ведомстве, ответственном за предоставление услуги в составе бумажных документов,
3 - данные получены в ходе МВ.","Если выбраны коды 1или 2, укажите полное наименование НПА, устанавливающего ведение соответствующего государственного информационного ресурса.  
Если выбран код 3, укажите наименование ведомства, предоставившего данные.","Если данные хранятся в АИС,  укажите её наименование."
1.,Описание объекта недвижимости,,,,,
1.1.,Кадастровый номер,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
1.2.,Условный номер,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
1.3.,Наименование объекта,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
1.4.,Назначение объекта,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
1.5.,Площадь объекта,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
2.,Адрес объекта недвижимости,,,,,
2.1.,Наименование региона ,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
2.2.,Район,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
2.3.,Город,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
2.4.,Населенный пункт,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
2.5.,Улица,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
2.6.,Дом,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
2.7.,Корпус,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
2.8.,Строение,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
2.9.,Квартира,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
3.,Сведения о правообладателях - юридических лицах,,,,,
3.1.,Полное наименование юридического лица,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
3.2.,ИНН,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
3.3.,ОГРН,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
3.4.,дата государственной регистрации юридического лица,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
3.5.,"наименование органа, осуществляющего государственную  регистрацию юридического лица",2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
3.6.,КПП - код причины постановки на учет,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
3.7.,адрес (место нахождения) постоянно действующего исполнительного органа,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.,Сведения о правообладателях - физических лицах,,,,,
4.1.,Фамилия,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.2.,Имя,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.3.,Отчество,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.4.,Дата рождения,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.5.,Место рождения,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.6.,Гражданство,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.7.,"Вид документа, удостоверяющего личность",2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.8.,"Номер документа, удостоверяющего личность",2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.9.,"Серия документа, удостоверяющего личность",2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.10.,"Дата документа, удостоверяющего личность",2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
4.11.,Адрес места жительства или преимущественного места пребывания правообладателя,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
5.,Сведения о правообладателях - публичных образованиях,,,,,
5.1.,Полное наименование публичного образования,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
6.,Права,,,,,
6.1.,Вид права,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
6.2.,Номер государственной регистрации права,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
6.3.,Дата государственной регистрации права,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
6.4.,Доля в праве,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
7.,Ограничения (обременения) права,,,,,
7.1.,Вид ограничения (обременения),2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
7.2.,Номер государственной регистрации ограничения (обременения),2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
7.3.,Дата государственной регистрации ограничения (обременения),2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
7.4.,Срок ограничения,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
7.5.,"Лицо, в пользу которого наложено ограничение",2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
8.,Сведения о правопритязаниях,,,,,
8.1.,Правопритязания,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
8.2.,Заявленные в судебном порядке права требования,2 (1),,3,Росреестр,"ПК ИС ЕГРП,
АИС ""Юстиция"""
,,,,,,
